online_order,book_table,location,approx_cost,category,city,status,stacked_cuisines,stacked_rest_type
No,No,Bellandur,600.0,Delivery,Bellandur,1,Healthy Food,Casual Dining
Yes,No,Banashankari,550.0,Delivery,Basavanagudi,1,Mexican,Cafe
Yes,No,BTM,250.0,Delivery,Bannerghatta Road,0,Street Food,Quick Bites
No,No,Basavanagudi,600.0,Dine-out,Banashankari,1,Rajasthani,Casual Dining
Yes,No,Bellandur,500.0,Delivery,Bellandur,1,Fast Food,Delivery
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,Continental,Pub
Yes,No,Bannerghatta Road,400.0,Delivery,Bannerghatta Road,1,Burger,Quick Bites
No,No,Banashankari,450.0,Delivery,Basavanagudi,1,Fast Food,Quick Bites
No,No,Bannerghatta Road,500.0,Delivery,Bannerghatta Road,1,Juices,Cafe
Yes,Yes,JP Nagar,600.0,Cafes,Bannerghatta Road,1,Italian,Casual Dining
Yes,No,Bannerghatta Road,800.0,Delivery,Bannerghatta Road,0,Italian,Food Court
No,No,Bellandur,1000.0,Dine-out,Bellandur,0,North Indian,Casual Dining
Yes,No,Sarjapur Road,150.0,Delivery,Bellandur,1,Beverages,Quick Bites
Yes,Yes,Marathahalli,1500.0,Pubs and bars,Bellandur,1,North Indian,Bar
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,BBQ,Casual Dining
Yes,No,Basavanagudi,650.0,Delivery,Banashankari,1,Chinese,Casual Dining
Yes,No,Jayanagar,800.0,Delivery,Basavanagudi,1,Andhra,Casual Dining
No,Yes,JP Nagar,1200.0,Drinks & nightlife,Bannerghatta Road,1,Italian,Pub
Yes,No,BTM,650.0,Dine-out,Bannerghatta Road,1,Bengali,Casual Dining
Yes,No,Lavelle Road,600.0,Desserts,Brigade Road,1,Cafe,Cafe
Yes,No,Cunningham Road,300.0,Desserts,Brigade Road,1,Fast Food,Dessert Parlor
Yes,No,MG Road,300.0,Delivery,Brigade Road,0,Sandwich,Takeaway
Yes,Yes,JP Nagar,1200.0,Delivery,Bannerghatta Road,1,Continental,Bar
No,Yes,MG Road,1500.0,Dine-out,Brigade Road,1,Continental,Casual Dining
Yes,No,Indiranagar,400.0,Delivery,Brigade Road,1,Desserts,Dessert Parlor
Yes,Yes,Sarjapur Road,1200.0,Drinks & nightlife,Bellandur,1,Asian,Pub
Yes,No,Bellandur,250.0,Delivery,Bellandur,0,North Indian,Sweet Shop
No,No,Banashankari,350.0,Dine-out,Basavanagudi,1,North Indian,Quick Bites
Yes,No,Banashankari,600.0,Delivery,Banashankari,0,Beverages,Casual Dining
Yes,No,JP Nagar,400.0,Delivery,Bannerghatta Road,1,Desserts,Dessert Parlor
Yes,Yes,Sarjapur Road,1400.0,Delivery,Bellandur,1,Continental,Pub
No,No,Lavelle Road,1200.0,Cafes,Brigade Road,1,Cafe,Cafe
Yes,Yes,Indiranagar,1200.0,Delivery,Brigade Road,1,North Indian,Casual Dining
No,No,JP Nagar,1000.0,Delivery,Bannerghatta Road,1,North Indian,Lounge
Yes,Yes,Residency Road,800.0,Dine-out,Brigade Road,1,Italian,Casual Dining
Yes,Yes,Indiranagar,800.0,Delivery,Brigade Road,1,Thai,Casual Dining
Yes,No,JP Nagar,650.0,Delivery,Basavanagudi,0,Chinese,Casual Dining
Yes,Yes,JP Nagar,700.0,Desserts,Bannerghatta Road,1,Continental,Casual Dining
Yes,No,Jayanagar,500.0,Delivery,Basavanagudi,1,Desserts,Quick Bites
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,1,Cafe,Cafe
Yes,Yes,Cunningham Road,1800.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,Yes,Jayanagar,1500.0,Dine-out,Basavanagudi,1,Continental,Microbrewery
Yes,No,Bellandur,400.0,Desserts,Bellandur,1,Beverages,Dessert Parlor
Yes,No,Bannerghatta Road,500.0,Delivery,Bannerghatta Road,1,South Indian,Quick Bites
Yes,No,Bannerghatta Road,400.0,Dine-out,Bannerghatta Road,1,Beverages,Quick Bites
Yes,Yes,Bannerghatta Road,1000.0,Delivery,Bannerghatta Road,1,Middle Eastern,Casual Dining
Yes,No,Jayanagar,500.0,Delivery,Basavanagudi,1,Arabian,Quick Bites
No,No,Basavanagudi,400.0,Desserts,Banashankari,1,Street Food,Sweet Shop
No,Yes,Bellandur,1600.0,Pubs and bars,Bellandur,1,Mediterranean,Bar
Yes,Yes,St. Marks Road,1400.0,Delivery,Brigade Road,1,North Indian,Bar
No,Yes,Marathahalli,1500.0,Buffet,Bellandur,1,European,Bar
Yes,Yes,St. Marks Road,800.0,Delivery,Brigade Road,1,Biryani,Casual Dining
Yes,No,Banashankari,750.0,Delivery,Basavanagudi,1,Juices,Casual Dining
Yes,No,Ulsoor,500.0,Delivery,Brigade Road,1,Pizza,Cafe
Yes,Yes,Banashankari,800.0,Dine-out,Basavanagudi,1,Thai,Casual Dining
Yes,Yes,Sarjapur Road,1400.0,Dine-out,Bellandur,1,Seafood,Bar
Yes,No,BTM,700.0,Delivery,Basavanagudi,0,Cafe,Cafe
Yes,Yes,Jayanagar,800.0,Delivery,Basavanagudi,1,Continental,Cafe
No,No,Bellandur,600.0,Dine-out,Bellandur,1,North Indian,Casual Dining
Yes,No,Banashankari,800.0,Delivery,Basavanagudi,1,Mexican,Cafe
No,No,Bannerghatta Road,500.0,Dine-out,Bannerghatta Road,1,Healthy Food,Cafe
Yes,No,JP Nagar,500.0,Desserts,Bannerghatta Road,1,Ice Cream,Dessert Parlor
No,No,Banashankari,500.0,Dine-out,Banashankari,1,Fast Food,Quick Bites
Yes,Yes,St. Marks Road,1400.0,Delivery,Brigade Road,1,European,Bar
Yes,No,BTM,500.0,Delivery,Bannerghatta Road,1,Biryani,Casual Dining
No,No,Jayanagar,400.0,Cafes,Basavanagudi,0,Beverages,Cafe
Yes,No,Brigade Road,1500.0,Delivery,Brigade Road,1,Continental,Casual Dining
Yes,No,BTM,400.0,Delivery,Bannerghatta Road,1,North Indian,Quick Bites
Yes,No,Church Street,650.0,Delivery,Brigade Road,1,Italian,Cafe
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Fast Food,Quick Bites
Yes,No,Jayanagar,400.0,Delivery,Bannerghatta Road,1,South Indian,Quick Bites
Yes,Yes,Bannerghatta Road,1200.0,Drinks & nightlife,Bannerghatta Road,1,Pizza,Bar
Yes,Yes,Jayanagar,800.0,Delivery,Basavanagudi,1,Healthy Food,Casual Dining
No,No,JP Nagar,300.0,Dine-out,Bannerghatta Road,1,South Indian,Quick Bites
Yes,No,Jayanagar,550.0,Buffet,Basavanagudi,1,Chinese,Casual Dining
No,No,JP Nagar,1200.0,Delivery,Bannerghatta Road,1,South Indian,Casual Dining
Yes,Yes,MG Road,1500.0,Dine-out,Brigade Road,1,North Indian,Casual Dining
Yes,Yes,Banashankari,800.0,Delivery,Basavanagudi,1,Momos,Casual Dining
No,No,JP Nagar,1100.0,Drinks & nightlife,Bannerghatta Road,0,Seafood,Bar
Yes,Yes,BTM,700.0,Delivery,Bannerghatta Road,1,North Indian,Cafe
No,Yes,Lavelle Road,2200.0,Dine-out,Brigade Road,1,European,Fine Dining
No,No,Residency Road,1500.0,Dine-out,Brigade Road,1,BBQ,Microbrewery
Yes,Yes,Residency Road,800.0,Desserts,Brigade Road,1,Asian,Casual Dining
Yes,No,Mysore Road,750.0,Dine-out,Banashankari,0,Beverages,Casual Dining
Yes,No,Bannerghatta Road,600.0,Dine-out,Bannerghatta Road,1,North Indian,Food Court
Yes,No,Bellandur,750.0,Delivery,Bellandur,1,North Indian,Casual Dining
Yes,Yes,Bellandur,1500.0,Delivery,Bellandur,1,Biryani,Bar
Yes,No,HSR,800.0,Delivery,Bellandur,1,Asian,Casual Dining
Yes,No,Bellandur,250.0,Dine-out,Bellandur,0,Street Food,Quick Bites
Yes,Yes,Church Street,750.0,Delivery,Brigade Road,1,American,Cafe
Yes,No,Banashankari,500.0,Delivery,Banashankari,1,Ice Cream,Dessert Parlor
Yes,No,JP Nagar,600.0,Dine-out,Bannerghatta Road,0,Biryani,Casual Dining
Yes,Yes,St. Marks Road,1400.0,Dine-out,Brigade Road,1,European,Casual Dining
Yes,No,JP Nagar,550.0,Delivery,Bannerghatta Road,1,Chinese,Casual Dining
No,Yes,Church Street,1200.0,Dine-out,Brigade Road,1,Kerala,Casual Dining
Yes,No,Church Street,400.0,Desserts,Brigade Road,1,Fast Food,Beverage Shop
Yes,No,Jayanagar,600.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
Yes,Yes,Sarjapur Road,700.0,Dine-out,Bellandur,1,Maharashtrian,Casual Dining
Yes,Yes,Bellandur,1400.0,Dine-out,Bellandur,1,North Indian,Casual Dining
Yes,No,Banashankari,250.0,Dine-out,Basavanagudi,0,Chinese,Quick Bites
Yes,Yes,MG Road,1800.0,Dine-out,Brigade Road,1,Thai,Casual Dining
Yes,Yes,Sarjapur Road,1200.0,Dine-out,Bellandur,1,American,Casual Dining
Yes,Yes,Church Street,1700.0,Dine-out,Brigade Road,1,Chinese,Bar
Yes,No,Sarjapur Road,150.0,Delivery,Bellandur,1,Tea,Quick Bites
Yes,No,Brigade Road,400.0,Desserts,Brigade Road,1,Mithai,Quick Bites
Yes,No,Basavanagudi,300.0,Delivery,Basavanagudi,1,Fast Food,Quick Bites
Yes,No,Uttarahalli,400.0,Delivery,Banashankari,0,North Indian,Casual Dining
Yes,No,Banashankari,750.0,Dine-out,Basavanagudi,1,Chinese,Casual Dining
No,Yes,Residency Road,2000.0,Dine-out,Brigade Road,1,Japanese,Casual Dining
Yes,No,Sarjapur Road,600.0,Delivery,Bellandur,1,Sandwich,Delivery
Yes,No,Banashankari,300.0,Dine-out,Banashankari,1,Street Food,Quick Bites
Yes,No,Brigade Road,2000.0,Dine-out,Brigade Road,1,Continental,Bar
Yes,No,Bellandur,750.0,Delivery,Bellandur,1,Chinese,Casual Dining
Yes,No,Ulsoor,800.0,Cafes,Brigade Road,1,Steak,Cafe
Yes,No,Jayanagar,400.0,Cafes,Basavanagudi,1,Cafe,Cafe
Yes,Yes,Indiranagar,1500.0,Delivery,Brigade Road,1,Finger Food,Bar
Yes,No,Bellandur,500.0,Dine-out,Bellandur,0,Arabian,Casual Dining
Yes,No,JP Nagar,400.0,Delivery,Bannerghatta Road,0,Sandwich,Cafe
No,No,Banashankari,450.0,Delivery,Banashankari,1,Fast Food,Quick Bites
Yes,No,Church Street,500.0,Delivery,Brigade Road,1,North Indian,Beverage Shop
No,No,Lavelle Road,1400.0,Desserts,Brigade Road,1,Italian,Cafe
Yes,No,Banashankari,750.0,Delivery,Banashankari,1,Pizza,Delivery
Yes,No,JP Nagar,400.0,Delivery,Bannerghatta Road,1,Fast Food,Quick Bites
Yes,No,Ulsoor,700.0,Desserts,Brigade Road,1,Greek,Cafe
Yes,No,Koramangala 1st Block,500.0,Delivery,Bellandur,0,North Indian,Delivery
Yes,No,BTM,550.0,Delivery,Bannerghatta Road,0,North Indian,Casual Dining
Yes,No,Frazer Town,500.0,Delivery,Brigade Road,1,Thai,Casual Dining
Yes,Yes,Sarjapur Road,1400.0,Buffet,Bellandur,1,Asian,Casual Dining
Yes,No,Ulsoor,550.0,Delivery,Brigade Road,1,Seafood,Casual Dining
Yes,No,Bellandur,900.0,Delivery,Bellandur,1,North Indian,Casual Dining
Yes,No,JP Nagar,600.0,Dine-out,Bannerghatta Road,0,North Indian,Casual Dining
Yes,Yes,Bellandur,1200.0,Dine-out,Bellandur,1,North Indian,Casual Dining
Yes,No,Banashankari,750.0,Dine-out,Banashankari,0,Pizza,Casual Dining
Yes,Yes,Brigade Road,1600.0,Delivery,Brigade Road,1,Continental,Bar
Yes,No,BTM,500.0,Desserts,Bannerghatta Road,1,Continental,Delivery
No,No,Lavelle Road,1400.0,Desserts,Brigade Road,1,Cafe,Cafe
Yes,Yes,St. Marks Road,1400.0,Delivery,Brigade Road,1,Mediterranean,Bar
Yes,No,Frazer Town,600.0,Delivery,Brigade Road,1,North Indian,Quick Bites
Yes,No,Kumaraswamy Layout,450.0,Delivery,Banashankari,1,Biryani,Casual Dining
Yes,No,BTM,550.0,Delivery,Bannerghatta Road,1,Chinese,Casual Dining
Yes,Yes,Sarjapur Road,1400.0,Delivery,Bellandur,1,Seafood,Casual Dining
No,No,Jayanagar,800.0,Cafes,Basavanagudi,1,Wraps,Cafe
Yes,No,HSR,150.0,Delivery,Bellandur,0,Burger,Quick Bites
Yes,Yes,Cunningham Road,1000.0,Delivery,Brigade Road,1,Continental,Casual Dining
Yes,No,JP Nagar,400.0,Delivery,Basavanagudi,1,Chinese,Casual Dining
Yes,Yes,JP Nagar,1100.0,Drinks & nightlife,Bannerghatta Road,1,South American,Bar
Yes,No,Basavanagudi,550.0,Dine-out,Banashankari,1,Chinese,Casual Dining
Yes,No,Bannerghatta Road,550.0,Delivery,Bannerghatta Road,0,North Indian,Casual Dining
Yes,Yes,Sarjapur Road,1200.0,Drinks & nightlife,Bellandur,1,Chinese,Casual Dining
Yes,Yes,Brigade Road,1300.0,Delivery,Brigade Road,1,Desserts,Casual Dining
No,No,Richmond Road,1000.0,Delivery,Brigade Road,0,Cafe,Casual Dining
Yes,No,Sarjapur Road,800.0,Dine-out,Bellandur,1,Italian,Cafe
Yes,Yes,St. Marks Road,1400.0,Delivery,Brigade Road,1,Asian,Casual Dining
No,Yes,Bellandur,1600.0,Pubs and bars,Bellandur,1,Italian,Bar
Yes,No,Banashankari,500.0,Desserts,Banashankari,1,Ice Cream,Dessert Parlor
Yes,Yes,JP Nagar,600.0,Delivery,Bannerghatta Road,1,Asian,Cafe
No,No,Basavanagudi,400.0,Desserts,Basavanagudi,1,Street Food,Quick Bites
Yes,Yes,Sarjapur Road,1300.0,Buffet,Bellandur,1,North Indian,Casual Dining
Yes,Yes,Banashankari,500.0,Dine-out,Banashankari,1,Cafe,Cafe
Yes,No,Basavanagudi,600.0,Cafes,Basavanagudi,0,Beverages,Cafe
No,Yes,MG Road,2500.0,Dine-out,Brigade Road,1,Continental,Casual Dining
Yes,No,Marathahalli,200.0,Delivery,Bellandur,1,Street Food,Quick Bites
No,Yes,Bannerghatta Road,800.0,Delivery,Bannerghatta Road,1,Chinese,Bar
No,No,JP Nagar,500.0,Dine-out,Bannerghatta Road,1,North Indian,Casual Dining
Yes,No,HSR,500.0,Delivery,Bellandur,1,Arabian,Quick Bites
Yes,No,Basavanagudi,100.0,Dine-out,Basavanagudi,1,Street Food,Quick Bites
Yes,Yes,JP Nagar,600.0,Delivery,Bannerghatta Road,1,Italian,Cafe
Yes,No,Banashankari,600.0,Delivery,Banashankari,0,North Indian,Casual Dining
Yes,Yes,Sarjapur Road,1400.0,Buffet,Bellandur,1,Continental,Casual Dining
Yes,Yes,Bellandur,1200.0,Delivery,Bellandur,1,Continental,Casual Dining
Yes,Yes,Marathahalli,750.0,Delivery,Bellandur,1,Chinese,Casual Dining
Yes,No,Bellandur,1700.0,Pubs and bars,Bellandur,1,American,Casual Dining
Yes,No,Bellandur,750.0,Dine-out,Bellandur,1,South Indian,Casual Dining
Yes,No,Bannerghatta Road,700.0,Dine-out,Bannerghatta Road,1,Biryani,Casual Dining
Yes,No,Bannerghatta Road,400.0,Delivery,Bannerghatta Road,1,Fast Food,Beverage Shop
No,Yes,Residency Road,1200.0,Dine-out,Brigade Road,1,Chinese,Bar
No,No,Bannerghatta Road,500.0,Dine-out,Bannerghatta Road,1,Street Food,Quick Bites
Yes,No,Basavanagudi,600.0,Delivery,Banashankari,1,Italian,Quick Bites
No,Yes,Marathahalli,1500.0,Buffet,Bellandur,1,BBQ,Bar
Yes,No,JP Nagar,400.0,Delivery,Bannerghatta Road,1,Bakery,Dessert Parlor
No,No,JP Nagar,400.0,Dine-out,Bannerghatta Road,1,North Indian,Quick Bites
No,No,Residency Road,500.0,Dine-out,Brigade Road,1,Street Food,Casual Dining
Yes,No,JP Nagar,500.0,Desserts,Bannerghatta Road,1,Sandwich,Dessert Parlor
No,Yes,St. Marks Road,2500.0,Dine-out,Brigade Road,1,American,Bar
No,Yes,Marathahalli,1500.0,Buffet,Bellandur,1,Mediterranean,Bar
Yes,No,Basavanagudi,500.0,Delivery,Basavanagudi,1,Healthy Food,Quick Bites
Yes,No,JP Nagar,550.0,Delivery,Bannerghatta Road,1,Hyderabadi,Casual Dining
No,No,St. Marks Road,1300.0,Dine-out,Brigade Road,1,Continental,Pub
Yes,Yes,Sarjapur Road,700.0,Dine-out,Bellandur,1,Maharashtrian,Casual Dining
No,No,Bannerghatta Road,450.0,Delivery,Bannerghatta Road,0,North Indian,Delivery
Yes,No,Mysore Road,750.0,Delivery,Banashankari,0,Beverages,Casual Dining
Yes,No,Basavanagudi,600.0,Delivery,Basavanagudi,1,Cafe,Cafe
Yes,No,Vasanth Nagar,550.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,No,Banashankari,800.0,Dine-out,Banashankari,1,Chinese,Casual Dining
Yes,No,BTM,350.0,Delivery,Bannerghatta Road,0,Bengali,Quick Bites
Yes,Yes,Marathahalli,1200.0,Delivery,Bellandur,1,Momos,Pub
Yes,Yes,Bannerghatta Road,800.0,Drinks & nightlife,Bannerghatta Road,1,Biryani,Casual Dining
Yes,No,Banashankari,800.0,Desserts,Banashankari,1,Cafe,Cafe
Yes,No,Sarjapur Road,1500.0,Drinks & nightlife,Bellandur,1,American,Bar
Yes,No,Bellandur,500.0,Delivery,Bellandur,1,Mughlai,Takeaway
Yes,No,Ulsoor,700.0,Cafes,Brigade Road,1,Continental,Cafe
Yes,Yes,Cunningham Road,1300.0,Desserts,Brigade Road,1,Continental,Cafe
No,No,JP Nagar,800.0,Dine-out,Bannerghatta Road,0,North Indian,Casual Dining
Yes,Yes,JP Nagar,1000.0,Delivery,Bannerghatta Road,1,BBQ,Casual Dining
Yes,No,Jayanagar,400.0,Desserts,Basavanagudi,1,Ice Cream,Beverage Shop
Yes,No,Lavelle Road,300.0,Desserts,Brigade Road,1,Desserts,Bakery
Yes,No,Bannerghatta Road,700.0,Dine-out,Bannerghatta Road,1,Biryani,Casual Dining
No,No,Sarjapur Road,1100.0,Buffet,Bellandur,1,South Indian,Casual Dining
Yes,No,Brigade Road,800.0,Delivery,Brigade Road,0,Cafe,Cafe
Yes,Yes,JP Nagar,1200.0,Drinks & nightlife,Bannerghatta Road,1,Chinese,Bar
No,Yes,Bannerghatta Road,800.0,Delivery,Bannerghatta Road,1,Chinese,Bar
Yes,Yes,JP Nagar,600.0,Delivery,Bannerghatta Road,1,Cafe,Casual Dining
Yes,Yes,JP Nagar,1000.0,Buffet,Bannerghatta Road,1,Desserts,Casual Dining
Yes,Yes,St. Marks Road,1400.0,Delivery,Brigade Road,1,North Indian,Bar
No,No,Church Street,250.0,Delivery,Brigade Road,0,North Indian,Quick Bites
Yes,Yes,Bannerghatta Road,900.0,Dine-out,Bannerghatta Road,1,Biryani,Casual Dining
Yes,No,Bannerghatta Road,450.0,Cafes,Bannerghatta Road,1,Cafe,Cafe
No,No,St. Marks Road,1400.0,Buffet,Brigade Road,1,North Indian,Casual Dining
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Desserts,Beverage Shop
No,Yes,Sarjapur Road,1500.0,Dine-out,Bellandur,1,Goan,Bar
No,Yes,JP Nagar,1300.0,Drinks & nightlife,Bannerghatta Road,1,Chinese,Bar
Yes,Yes,MG Road,1700.0,Delivery,Brigade Road,1,Continental,Cafe
Yes,No,East Bangalore,450.0,Delivery,Bellandur,0,Pizza,Delivery
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Italian,Casual Dining
Yes,No,JP Nagar,800.0,Delivery,Basavanagudi,1,Salad,Casual Dining
No,Yes,St. Marks Road,2500.0,Dine-out,Brigade Road,1,American,Bar
Yes,No,Jayanagar,500.0,Desserts,Basavanagudi,1,Fast Food,Dessert Parlor
Yes,No,Banashankari,300.0,Dine-out,Banashankari,1,North Indian,Quick Bites
Yes,Yes,Jayanagar,1000.0,Delivery,Banashankari,1,Andhra,Bar
No,No,MG Road,500.0,Cafes,Brigade Road,1,Desserts,Cafe
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Continental,Casual Dining
Yes,Yes,Bellandur,1800.0,Pubs and bars,Bellandur,1,American,Bar
No,No,Lavelle Road,1200.0,Dine-out,Brigade Road,1,Continental,Pub
Yes,No,Basavanagudi,400.0,Desserts,Banashankari,0,Chinese,Casual Dining
Yes,No,Banashankari,300.0,Delivery,Basavanagudi,1,Street Food,Quick Bites
Yes,No,Marathahalli,550.0,Delivery,Bellandur,0,Biryani,Casual Dining
Yes,No,Jayanagar,250.0,Delivery,Banashankari,1,Beverages,Quick Bites
Yes,No,Brigade Road,2000.0,Delivery,Brigade Road,1,Chinese,Quick Bites
Yes,No,Basavanagudi,650.0,Dine-out,Basavanagudi,1,Biryani,Casual Dining
Yes,Yes,Sarjapur Road,1300.0,Dine-out,Bellandur,1,North Indian,Pub
Yes,Yes,Bannerghatta Road,1700.0,Drinks & nightlife,Bannerghatta Road,1,Steak,Lounge
Yes,No,Brigade Road,750.0,Dine-out,Brigade Road,1,North Indian,Casual Dining
No,Yes,MG Road,2500.0,Dine-out,Brigade Road,1,Salad,Cafe
Yes,Yes,Bannerghatta Road,1000.0,Delivery,Bannerghatta Road,1,Mughlai,Casual Dining
Yes,Yes,Residency Road,800.0,Cafes,Brigade Road,1,Salad,Casual Dining
Yes,Yes,Jayanagar,1200.0,Delivery,Basavanagudi,1,Continental,Casual Dining
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Italian,Casual Dining
Yes,Yes,Banashankari,800.0,Dine-out,Basavanagudi,1,Pizza,Casual Dining
Yes,Yes,Banashankari,800.0,Delivery,Banashankari,1,Indonesian,Casual Dining
Yes,Yes,Brigade Road,700.0,Delivery,Brigade Road,1,South Indian,Casual Dining
Yes,No,JP Nagar,750.0,Delivery,Bannerghatta Road,1,North Indian,Casual Dining
Yes,Yes,Bellandur,1000.0,Cafes,Bellandur,1,Salad,Cafe
Yes,No,Church Street,1500.0,Dine-out,Brigade Road,1,North Indian,Lounge
No,Yes,Marathahalli,2000.0,Dine-out,Bellandur,1,Spanish,Fine Dining
Yes,No,Bannerghatta Road,400.0,Dine-out,Bannerghatta Road,0,Chinese,Casual Dining
Yes,No,Brigade Road,400.0,Dine-out,Brigade Road,0,Momos,Food Court
Yes,No,JP Nagar,750.0,Dine-out,Bannerghatta Road,1,Biryani,Casual Dining
No,Yes,Lavelle Road,1200.0,Dine-out,Brigade Road,1,Salad,Casual Dining
No,Yes,Jayanagar,800.0,Dine-out,Basavanagudi,0,Chinese,Casual Dining
Yes,No,Ulsoor,700.0,Desserts,Brigade Road,1,Bakery,Bakery
Yes,No,Jayanagar,750.0,Delivery,Bannerghatta Road,1,Asian,Cafe
Yes,No,Sarjapur Road,800.0,Dine-out,Bellandur,0,Kerala,Casual Dining
Yes,No,Bannerghatta Road,450.0,Delivery,Bannerghatta Road,0,Street Food,Casual Dining
No,No,Lavelle Road,1500.0,Buffet,Brigade Road,1,North Indian,Casual Dining
No,No,Basavanagudi,600.0,Dine-out,Banashankari,0,Biryani,Casual Dining
No,No,Basavanagudi,550.0,Cafes,Basavanagudi,1,Cafe,Cafe
Yes,No,Sarjapur Road,500.0,Desserts,Bellandur,1,Cafe,Dessert Parlor
Yes,Yes,JP Nagar,1200.0,Drinks & nightlife,Bannerghatta Road,1,Chinese,Casual Dining
Yes,No,Jayanagar,500.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
Yes,Yes,St. Marks Road,1400.0,Dine-out,Brigade Road,1,European,Bar
Yes,No,Marathahalli,400.0,Delivery,Bellandur,1,Sandwich,Dessert Parlor
Yes,No,Banashankari,800.0,Delivery,Banashankari,1,Mexican,Casual Dining
Yes,No,Richmond Road,700.0,Cafes,Brigade Road,1,Wraps,Cafe
Yes,No,BTM,400.0,Delivery,Bannerghatta Road,0,Street Food,Sweet Shop
Yes,No,Bellandur,500.0,Delivery,Bellandur,0,South Indian,Casual Dining
Yes,No,Lavelle Road,600.0,Cafes,Brigade Road,1,Cafe,Bakery
Yes,No,Marathahalli,450.0,Delivery,Bellandur,0,Biryani,Delivery
No,No,Banashankari,850.0,Dine-out,Banashankari,0,Chinese,Casual Dining
Yes,No,Bannerghatta Road,450.0,Delivery,Bannerghatta Road,0,Chinese,Casual Dining
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,Chinese,Casual Dining
Yes,No,Bannerghatta Road,500.0,Delivery,Bannerghatta Road,1,Mughlai,Takeaway
No,Yes,Church Street,1200.0,Dine-out,Brigade Road,1,South Indian,Casual Dining
Yes,Yes,Cunningham Road,1000.0,Cafes,Brigade Road,1,Desserts,Casual Dining
Yes,No,Sarjapur Road,500.0,Cafes,Bellandur,1,Pizza,Cafe
Yes,No,Bannerghatta Road,600.0,Dine-out,Bannerghatta Road,0,Japanese,Casual Dining
No,Yes,MG Road,2500.0,Dine-out,Brigade Road,1,Continental,Casual Dining
Yes,No,Lavelle Road,600.0,Desserts,Brigade Road,1,Italian,Cafe
Yes,No,Marathahalli,550.0,Delivery,Bellandur,0,Chinese,Casual Dining
No,Yes,Lavelle Road,1000.0,Cafes,Brigade Road,0,Bakery,Cafe
Yes,No,Richmond Road,700.0,Cafes,Brigade Road,1,Burger,Cafe
Yes,No,JP Nagar,500.0,Delivery,Basavanagudi,1,Bakery,Bakery
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,Mughlai,Casual Dining
Yes,No,MG Road,700.0,Delivery,Brigade Road,1,Burger,Quick Bites
Yes,No,Basavanagudi,600.0,Cafes,Banashankari,1,Italian,Cafe
No,Yes,Race Course Road,1600.0,Buffet,Brigade Road,0,Continental,Casual Dining
Yes,Yes,Indiranagar,1400.0,Delivery,Brigade Road,1,American,Takeaway
Yes,No,Basavanagudi,250.0,Delivery,Basavanagudi,1,Street Food,Quick Bites
Yes,Yes,St. Marks Road,1700.0,Delivery,Brigade Road,1,Korean,Bar
Yes,Yes,St. Marks Road,1700.0,Delivery,Brigade Road,1,Asian,Bar
Yes,Yes,Jayanagar,1500.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
No,No,Sarjapur Road,300.0,Delivery,Bellandur,0,Fast Food,Quick Bites
Yes,Yes,MG Road,1500.0,Buffet,Brigade Road,1,North Indian,Casual Dining
Yes,No,Race Course Road,1500.0,Delivery,Brigade Road,1,North Indian,Bar
No,Yes,Marathahalli,2500.0,Dine-out,Bellandur,1,Continental,Fine Dining
No,No,MG Road,500.0,Delivery,Brigade Road,1,Fast Food,Dessert Parlor
Yes,No,BTM,300.0,Delivery,Bannerghatta Road,1,Ice Cream,Beverage Shop
Yes,No,Jayanagar,150.0,Delivery,Banashankari,1,Beverages,Dessert Parlor
No,Yes,JP Nagar,1600.0,Dine-out,Bannerghatta Road,1,Kebab,Casual Dining
Yes,No,Bellandur,600.0,Dine-out,Bellandur,0,Bakery,Quick Bites
Yes,Yes,Sarjapur Road,1400.0,Delivery,Bellandur,1,North Indian,Bar
Yes,Yes,Bellandur,1400.0,Delivery,Bellandur,1,Chinese,Bar
Yes,No,Banashankari,800.0,Cafes,Banashankari,1,Cafe,Casual Dining
Yes,Yes,Bellandur,1000.0,Drinks & nightlife,Bellandur,1,Iranian,Casual Dining
No,Yes,Bellandur,1800.0,Dine-out,Bellandur,1,North Indian,Casual Dining
No,Yes,MG Road,2800.0,Dine-out,Brigade Road,1,Tea,Fine Dining
Yes,No,Jayanagar,750.0,Buffet,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,South Indian,Quick Bites
